project name, file path, num of dependency classes, num of mocked classes
hbase,/hbase-asyncfs/src/test/java/org/apache/hadoop/hbase/util/TestRecoverLeaseFSUtils.java,13,3,
hbase,/hbase-balancer/src/test/java/org/apache/hadoop/hbase/favored/TestFavoredNodeAssignmentHelper.java,36,1,
hbase,/hbase-balancer/src/test/java/org/apache/hadoop/hbase/master/balancer/TestRegionHDFSBlockLocationFinder.java,37,3,
hbase,/hbase-balancer/src/test/java/org/apache/hadoop/hbase/master/balancer/TestStochasticLoadBalancer.java,34,5,
hbase,/hbase-balancer/src/test/java/org/apache/hadoop/hbase/master/balancer/TestBaseLoadBalancer.java,42,2,
hbase,/hbase-client/src/test/java/org/apache/hadoop/hbase/client/TestAsyncTableTracing.java,75,1,
hbase,/hbase-client/src/test/java/org/apache/hadoop/hbase/client/TestAsyncTableRpcPriority.java,56,1,
hbase,/hbase-client/src/test/java/org/apache/hadoop/hbase/client/TestAsyncAdminRpcPriority.java,44,0,
hbase,/hbase-client/src/test/java/org/apache/hadoop/hbase/client/TestImmutableScan.java,22,1,
hbase,/hbase-client/src/test/java/org/apache/hadoop/hbase/client/TestRetriesExhaustedWithDetailsException.java,12,1,
hbase,/hbase-client/src/test/java/org/apache/hadoop/hbase/client/TestClientExponentialBackoff.java,16,1,
hbase,/hbase-client/src/test/java/org/apache/hadoop/hbase/ipc/TestFailedServersLog.java,20,1,
hbase,/hbase-client/src/test/java/org/apache/hadoop/hbase/security/TestHBaseSaslRpcClient.java,45,9,
hbase,/hbase-common/src/test/java/org/apache/hadoop/hbase/TestChoreService.java,21,0,
hbase,/hbase-common/src/test/java/org/apache/hadoop/hbase/TestCellUtil.java,20,1,
hbase,/hbase-common/src/test/java/org/apache/hadoop/hbase/io/encoding/TestEncodedDataBlock.java,10,1,
hbase,/hbase-common/src/test/java/org/apache/hadoop/hbase/logging/TestJul2Slf4j.java,19,1,
hbase,/hbase-common/src/test/java/org/apache/hadoop/hbase/util/TestEnvironmentEdgeManager.java,13,1,
hbase,/hbase-examples/src/test/java/org/apache/hadoop/hbase/mapreduce/TestMapReduceExamples.java,33,2,
hbase,/hbase-hbtop/src/test/java/org/apache/hadoop/hbase/hbtop/screen/field/TestFieldScreenPresenter.java,25,3,
hbase,/hbase-hbtop/src/test/java/org/apache/hadoop/hbase/hbtop/screen/help/TestHelpScreenPresenter.java,15,2,
hbase,/hbase-hbtop/src/test/java/org/apache/hadoop/hbase/hbtop/screen/mode/TestModeScreenPresenter.java,18,3,
hbase,/hbase-hbtop/src/test/java/org/apache/hadoop/hbase/hbtop/screen/top/TestFilterDisplayModeScreenPresenter.java,20,2,
hbase,/hbase-hbtop/src/test/java/org/apache/hadoop/hbase/hbtop/screen/top/TestInputModeScreenPresenter.java,21,3,
hbase,/hbase-hbtop/src/test/java/org/apache/hadoop/hbase/hbtop/screen/top/TestMessageModeScreenPresenter.java,13,2,
hbase,/hbase-hbtop/src/test/java/org/apache/hadoop/hbase/hbtop/screen/top/TestTopScreenModel.java,25,1,
hbase,/hbase-hbtop/src/test/java/org/apache/hadoop/hbase/hbtop/screen/top/TestTopScreenPresenter.java,23,2,
hbase,/hbase-http/src/test/java/org/apache/hadoop/hbase/http/TestHttpServer.java,63,4,
hbase,/hbase-http/src/test/java/org/apache/hadoop/hbase/http/TestHtmlQuoting.java,12,1,
hbase,/hbase-http/src/test/java/org/apache/hadoop/hbase/http/lib/TestStaticUserWebFilter.java,19,4,
hbase,/hbase-http/src/test/java/org/apache/hadoop/hbase/util/TestJSONBean.java,23,2,
hbase,/hbase-it/src/test/java/org/apache/hadoop/hbase/chaos/actions/TestChangeSplitPolicyAction.java,14,1,
hbase,/hbase-mapreduce/src/test/java/org/apache/hadoop/hbase/mapred/TestTableInputFormat.java,53,2,
hbase,/hbase-mapreduce/src/test/java/org/apache/hadoop/hbase/mapred/TestGroupingTableMap.java,29,3,
hbase,/hbase-mapreduce/src/test/java/org/apache/hadoop/hbase/mapred/TestRowCounter.java,25,4,
hbase,/hbase-mapreduce/src/test/java/org/apache/hadoop/hbase/mapred/TestTableSnapshotInputFormat.java,34,2,
hbase,/hbase-mapreduce/src/test/java/org/apache/hadoop/hbase/mapred/TestIdentityTableMap.java,15,4,
hbase,/hbase-mapreduce/src/test/java/org/apache/hadoop/hbase/mapred/TestDriver.java,10,1,
hbase,/hbase-mapreduce/src/test/java/org/apache/hadoop/hbase/mapreduce/TestMultiTableInputFormatBase.java,45,5,
hbase,/hbase-mapreduce/src/test/java/org/apache/hadoop/hbase/mapreduce/TestTableSnapshotInputFormat.java,50,1,
hbase,/hbase-mapreduce/src/test/java/org/apache/hadoop/hbase/mapreduce/TestImportExport.java,88,2,
hbase,/hbase-mapreduce/src/test/java/org/apache/hadoop/hbase/mapreduce/TestRegionSizeCalculator.java,23,4,
hbase,/hbase-mapreduce/src/test/java/org/apache/hadoop/hbase/mapreduce/TestWALInputFormat.java,14,1,
hbase,/hbase-mapreduce/src/test/java/org/apache/hadoop/hbase/mapreduce/TestGroupingTableMapper.java,16,2,
hbase,/hbase-mapreduce/src/test/java/org/apache/hadoop/hbase/mapreduce/TestRoundRobinTableInputFormat.java,22,1,
hbase,/hbase-mapreduce/src/test/java/org/apache/hadoop/hbase/mapreduce/TestWALPlayer.java,51,3,
hbase,/hbase-mapreduce/src/test/java/org/apache/hadoop/hbase/mapreduce/TestTableInputFormat.java,50,2,
hbase,/hbase-mapreduce/src/test/java/org/apache/hadoop/hbase/mapreduce/TestHFileOutputFormat2.java,114,3,
hbase,/hbase-mapreduce/src/test/java/org/apache/hadoop/hbase/mapreduce/TestTableInputFormatBase.java,40,5,
hbase,/hbase-mapreduce/src/test/java/org/apache/hadoop/hbase/mapreduce/TestMultiTableSnapshotInputFormatImpl.java,26,0,
hbase,/hbase-metrics/src/test/java/org/apache/hadoop/hbase/metrics/impl/TestDropwizardMeter.java,8,1,
hbase,/hbase-metrics-api/src/test/java/org/apache/hadoop/hbase/metrics/TestMetricRegistriesLoader.java,9,1,
hbase,/hbase-procedure/src/test/java/org/apache/hadoop/hbase/procedure2/store/wal/TestWALProcedureStore.java,41,0,
hbase,/hbase-rest/src/test/java/org/apache/hadoop/hbase/rest/TestGZIPResponseWrapper.java,17,2,
hbase,/hbase-rest/src/test/java/org/apache/hadoop/hbase/rest/client/TestRemoteAdminRetries.java,23,1,
hbase,/hbase-rest/src/test/java/org/apache/hadoop/hbase/rest/client/TestRemoteHTableRetries.java,27,1,
hbase,/hbase-rest/src/test/java/org/apache/hadoop/hbase/rest/client/TestXmlParsing.java,19,1,
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/TestMetaTableAccessor.java,46,1,
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/TestMetaTableLocator.java,27,0,
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/TestHBaseTestingUtil.java,35,2,
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/TestExecutorStatusChore.java,22,1,
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/backup/TestHFileArchiving.java,62,3,
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/backup/example/TestZooKeeperTableArchiveClient.java,51,1,
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/client/TestIllegalTableDescriptor.java,25,1,
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/client/TestFallbackToUseReplay.java,33,2,
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/client/TestMalformedCellFromClient.java,38,1,
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/client/HConnectionTestingUtility.java,3,3,
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/client/locking/TestEntityLocks.java,37,1,
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/coprocessor/TestCoprocessorInterface.java,52,1,
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/coprocessor/TestCoprocessorConfiguration.java,29,3,
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/coprocessor/TestRegionCoprocessorHost.java,42,7,
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/coprocessor/TestRegionObserverStacking.java,31,1,
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/coprocessor/TestRegionObserverInterface.java,81,1,
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/coprocessor/TestRegionObserverPreFlushAndPreCompact.java,27,2,
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/errorhandling/TestForeignExceptionDispatcher.java,11,1,
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/errorhandling/TestTimeoutExceptionInjector.java,10,1,
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/executor/TestExecutorService.java,32,1,
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/filter/TestFilterList.java,29,1,
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/io/hfile/TestBlockIOUtils.java,31,2,
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/io/hfile/TestLruCachedBlock.java,10,1,
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/io/hfile/TestHFile.java,71,1,
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/io/hfile/TestHFileBlock.java,65,1,
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/io/hfile/bucket/TestBucketCache.java,48,1,
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/io/hfile/bucket/TestFileIOEngine.java,28,1,
