project name, file path, num of dependency classes, num of mocked classes
ode,/ode-bpel-runtime/src/test/java/org/apache/ode/bpel/runtime/MockBpelServer.java,38,0,
ode,/ode-bpel-store/src/test/java/org/apache/ode/store/hib/DaoTest.java,14,0,
ode,/ode-bpel-test/src/main/java/org/apache/ode/test/BPELTestAbstract.java,40,0,
ode,/ode-dao-hibernate/src/test/java/org/apache/ode/daohib/bpel/BaseTestDAO.java,9,0,
ofbiz,/ofbiz/framework/testtools/src/main/java/org/apache/ofbiz/testtools/SimpleMethodTest.java,19,3,
ofbiz,/ofbiz/framework/base/src/test/java/org/apache/ofbiz/base/util/UtilHttpTest.java,25,1,
ofbiz,/ofbiz/framework/entity/src/test/java/org/apache/ofbiz/entity/util/EntitySaxReaderTests.java,12,3,
ofbiz,/ofbiz/framework/security/src/test/java/org/apache/ofbiz/security/CsrfUtilTests.java,18,3,
ofbiz,/ofbiz/framework/webapp/src/test/java/org/apache/ofbiz/webapp/control/ExternalLoginKeysManagerTests.java,9,2,
ofbiz,/ofbiz/framework/webapp/src/test/java/org/apache/ofbiz/webapp/control/RequestHandlerTests.java,25,3,
ofbiz,/ofbiz/framework/webapp/src/test/java/org/apache/ofbiz/webapp/control/ControlFilterTests.java,12,5,
ofbiz,/ofbiz/framework/widget/src/test/java/org/apache/ofbiz/widget/model/ModelFormFieldTest.java,15,1,
ofbiz,/ofbiz/framework/widget/src/test/java/org/apache/ofbiz/widget/renderer/macro/MacroFormRendererTest.java,45,13,
ofbiz,/ofbiz/framework/widget/src/test/java/org/apache/ofbiz/widget/renderer/macro/RenderableFtlFormElementsBuilderTest.java,25,9,
olingo,/odata-client-core/src/test/java/org/apache/olingo/client/core/ErrorTest.java,20,1,
olingo,/odata-client-core/src/test/java/org/apache/olingo/client/core/ODataClientBuilderTest.java,10,1,
olingo,/odata-client-core/src/test/java/org/apache/olingo/client/core/communication/request/AsyncRequestWrapperTest.java,32,8,
olingo,/odata-commons-core/src/test/java/org/apache/olingo/commons/core/edm/EdmImplCallCreateTest.java,25,9,
olingo,/odata-commons-core/src/test/java/org/apache/olingo/commons/core/edm/EdmImplCachingTest.java,25,10,
olingo,/odata-commons-core/src/test/java/org/apache/olingo/commons/core/edm/annotations/EdmIsOfImplTest.java,21,1,
olingo,/odata-commons-core/src/test/java/org/apache/olingo/commons/core/edm/annotations/EdmLogicalOrComparisonImplTest.java,18,1,
olingo,/odata-commons-core/src/test/java/org/apache/olingo/commons/core/edm/annotations/EdmPropertyPathImplTest.java,12,1,
olingo,/odata-commons-core/src/test/java/org/apache/olingo/commons/core/edm/annotations/EdmUrlRefImplTest.java,20,1,
olingo,/odata-commons-core/src/test/java/org/apache/olingo/commons/core/edm/annotations/EdmIfImplTest.java,22,1,
olingo,/odata-commons-core/src/test/java/org/apache/olingo/commons/core/edm/annotations/EdmCollectionImplTest.java,19,1,
olingo,/odata-commons-core/src/test/java/org/apache/olingo/commons/core/edm/annotations/EdmPathImplTest.java,12,1,
olingo,/odata-commons-core/src/test/java/org/apache/olingo/commons/core/edm/annotations/EdmPropertyValueImplTest.java,16,1,
olingo,/odata-commons-core/src/test/java/org/apache/olingo/commons/core/edm/annotations/EdmCastImplTest.java,21,1,
olingo,/odata-commons-core/src/test/java/org/apache/olingo/commons/core/edm/annotations/EdmLabeledElementImplTest.java,19,1,
olingo,/odata-commons-core/src/test/java/org/apache/olingo/commons/core/edm/annotations/EdmAnnotationPathTest.java,12,1,
olingo,/odata-commons-core/src/test/java/org/apache/olingo/commons/core/edm/annotations/EdmNavigationPropertyPathImpTest.java,12,1,
olingo,/odata-commons-core/src/test/java/org/apache/olingo/commons/core/edm/annotations/EdmApplyImplTest.java,22,1,
olingo,/odata-commons-core/src/test/java/org/apache/olingo/commons/core/edm/annotations/EdmConstantExpressionImplTest.java,9,1,
olingo,/odata-commons-core/src/test/java/org/apache/olingo/commons/core/edm/annotations/EdmRecordImplTest.java,23,5,
olingo,/odata-commons-core/src/test/java/org/apache/olingo/commons/core/edm/annotations/EdmLabledElementReferenceImplTest.java,12,1,
olingo,/odata-commons-core/src/test/java/org/apache/olingo/server/core/edm/provider/EdmParameterImplTest.java,24,2,
olingo,/odata-commons-core/src/test/java/org/apache/olingo/server/core/edm/provider/EdmEnumTest.java,26,1,
