project name, file path, num of dependency classes, num of mocked classes
mahout,/mahout-core/src/test/java/org/apache/mahout/math/VectorBinaryAggregateCostTest.java,9,1,
mahout,/mahout-core/src/test/java/org/apache/mahout/math/VectorBinaryAssignCostTest.java,9,1,
manifoldcf,/mcf-alfresco-webscript-connector/connector/src/test/java/org/apache/manifoldcf/crawler/connectors/alfrescowebscript/AlfrescoConnectorTest.java,34,4,
manifoldcf,/mcf-confluence-connector/connector/src/test/java/org/apache/manifoldcf/authorities/confluence/tests/ConfluenceAuthorityTest.java,16,2,
manifoldcf,/mcf-confluence-connector/connector/src/test/java/org/apache/manifoldcf/crawler/connectors/confluence/tests/ConfluenceConnectorTest.java,31,5,
manifoldcf,/mcf-confluence-v6-connector/connector/src/test/java/org/apache/manifoldcf/authorities/confluence/tests/ConfluenceAuthorityTest.java,17,2,
manifoldcf,/mcf-confluence-v6-connector/connector/src/test/java/org/apache/manifoldcf/crawler/connectors/confluence/tests/ConfluenceConnectorTest.java,37,7,
manifoldcf,/mcf-kafka-connector/connector/src/test/java/org/apache/manifoldcf/agents/output/kafka/KafkaConnectorTest.java,15,3,
manifoldcf,/mcf-nuxeo-connector/connector/src/test/java/org/apache/manifoldcf/authorities/authorities/nuxeo/NuxeoAuthorityTest.java,14,3,
manifoldcf,/mcf-nuxeo-connector/connector/src/test/java/org/apache/manifoldcf/crawler/connectors/nuxeo/NuxeoConnectorTest.java,32,9,
manifoldcf,/mcf-web-connector/connector/src/test/java/org/apache/manifoldcf/crawler/connectors/webcrawler/ProcessActivityHTMLHandlerTest.java,11,2,
maven,/maven-compat/src/test/java/org/apache/maven/artifact/deployer/ArtifactDeployerTest.java,13,1,
maven,/maven-compat/src/test/java/org/apache/maven/artifact/installer/ArtifactInstallerTest.java,9,1,
maven,/maven-core/src/test/java/org/apache/maven/artifact/resolver/filter/ExclusionArtifactFilterTest.java,10,1,
maven,/maven-core/src/test/java/org/apache/maven/graph/DefaultGraphBuilderTest.java,48,6,
maven,/maven-core/src/test/java/org/apache/maven/lifecycle/internal/builder/BuilderCommonTest.java,13,2,
maven,/maven-core/src/test/java/org/apache/maven/toolchain/DefaultToolchainManagerPrivateTest.java,20,5,
maven,/maven-core/src/test/java/org/apache/maven/toolchain/DefaultToolchainManagerTest.java,21,5,
maven,/maven-core/src/test/java/org/apache/maven/toolchain/DefaultToolchainTest.java,12,1,
maven,/maven-embedder/src/test/java/org/apache/maven/cli/MavenCliTest.java,44,2,
maven,/maven-embedder/src/test/java/org/apache/maven/cli/event/ExecutionEventLoggerTest.java,12,3,
maven,/maven-model-transform/src/test/java/org/apache/maven/model/transform/sax/CommentRenormalizerTest.java,5,1,
maven,/maven-resolver-provider/src/test/java/org/apache/maven/repository/internal/DefaultArtifactDescriptorReaderTest.java,13,1,
maven,/maven-toolchain-builder/src/test/java/org/apache/maven/toolchain/building/DefaultToolchainsBuilderTest.java,23,3,
maven,/maven-wrapper/src/test/java/org/apache/maven/wrapper/InstallerTest.java,14,3,
maven,/maven-wrapper/src/test/java/org/apache/maven/wrapper/WrapperExecutorTest.java,18,2,
metamodel,/MetaModel-core/src/test/java/org/apache/metamodel/MetaModelTestCase.java,21,1,
metamodel,/MetaModel-core/src/test/java/org/apache/metamodel/data/DataSetIteratorTest.java,2,2,
metamodel,/MetaModel-core/src/test/java/org/apache/metamodel/query/builder/GroupedQueryBuilderImplTest.java,13,1,
metamodel,/MetaModel-elasticsearch-rest/src/test/java/org/apache/metamodel/elasticsearch/rest/ElasticSearchRestDataSetTest.java,14,5,
metamodel,/MetaModel-excel/src/test/java/org/apache/metamodel/excel/ZeroBasedRowIteratorTest.java,7,1,
metamodel,/MetaModel-jdbc/src/test/java/org/apache/metamodel/dialects/HiveQueryRewriterTest.java,23,1,
metamodel,/MetaModel-jdbc/src/test/java/org/apache/metamodel/dialects/SQLServerQueryRewriterTest.java,16,1,
metamodel,/MetaModel-jdbc/src/test/java/org/apache/metamodel/dialects/ImpalaQueryRewriterTest.java,12,1,
metamodel,/MetaModel-jdbc/src/test/java/org/apache/metamodel/jdbc/JdbcDataContextTest.java,37,3,
metamodel,/MetaModel-jdbc/src/test/java/org/apache/metamodel/jdbc/dialects/OracleQueryRewriterTest.java,15,1,
metamodel,/MetaModel-jdbc/src/test/java/org/apache/metamodel/jdbc/dialects/PostgresqlQueryRewriterTest.java,12,1,
metamodel,/MetaModel-kafka/src/test/java/org/apache/metamodel/kafka/KafkaDataContextTest.java,19,2,
mina,/mina-coap/src/test/java/org/apache/mina/coap/retry/CoapTransmissionTest.java,6,1,
mina,/mina-coap/src/test/java/org/apache/mina/coap/retry/CoapRetryFilterTest.java,11,3,
mina,/mina-core/src/test/java/org/apache/mina/filter/codec/ProtocolCodecFilterTest.java,12,6,
mina,/mina-core/src/test/java/org/apache/mina/filter/query/RequestFilterTest.java,8,6,
mina,/mina-core/src/test/java/org/apache/mina/service/executor/OrderedHandlerExecutorTest.java,7,2,
mina,/mina-core/src/test/java/org/apache/mina/service/executor/HandlerCallerTest.java,10,9,
mina,/mina-core/src/test/java/org/apache/mina/service/executor/UnorderHandlerExecutorTest.java,8,2,
mina,/mina-core/src/test/java/org/apache/mina/service/idlecheker/IndexedIdleChekerTest.java,13,1,
mina,/mina-core/src/test/java/org/apache/mina/session/AbstractIoSessionTest.java,24,2,
mina,/mina-core/src/test/java/org/apache/mina/transport/nio/ProxySocketSessionConfigTest.java,17,1,
mina,/mina-core/src/test/java/org/apache/mina/util/AbstractIoFutureTest.java,20,1,
mrunit,/mrunit/src/main/java/org/apache/hadoop/mrunit/internal/mapreduce/AbstractMockContextWrapper.java,16,0,
mrunit,/mrunit/src/main/java/org/apache/hadoop/mrunit/internal/mapreduce/MockReduceContextWrapper.java,15,1,
mrunit,/mrunit/src/main/java/org/apache/hadoop/mrunit/internal/mapreduce/MockMapreduceOutputFormat.java,21,0,
mrunit,/mrunit/src/main/java/org/apache/hadoop/mrunit/internal/mapreduce/MockMapContextWrapper.java,16,1,
mrunit,/mrunit/src/main/java/org/apache/hadoop/mrunit/mapreduce/ReduceDriver.java,22,0,
mrunit,/mrunit/src/main/java/org/apache/hadoop/mrunit/mapreduce/MapDriver.java,20,0,
mrunit,/mrunit/src/test/java/org/apache/hadoop/mrunit/internal/util/TestErrors.java,6,1,
mrunit,/mrunit/src/test/java/org/apache/hadoop/mrunit/mapreduce/TestReduceDriver.java,29,0,
mrunit,/mrunit/src/test/java/org/apache/hadoop/mrunit/mapreduce/TestMapDriver.java,30,0,
myfaces,/myfaces-impl/src/test/java/jakarta/faces/application/StateManagerTest.java,8,0,
myfaces,/myfaces-impl/src/test/java/jakarta/faces/application/ViewHandlerTest.java,19,3,
myfaces,/myfaces-impl/src/test/java/jakarta/faces/component/UIComponentEncodeAllTest.java,11,1,
myfaces,/myfaces-impl/src/test/java/jakarta/faces/component/UIComponentInvokeOnComponentTest.java,16,2,
myfaces,/myfaces-impl/src/test/java/jakarta/faces/component/UIDataTest.java,39,3,
myfaces,/myfaces-impl/src/test/java/jakarta/faces/component/InvokeOnComponentTest.java,15,1,
myfaces,/myfaces-impl/src/test/java/jakarta/faces/component/UIViewRootTest.java,41,12,
myfaces,/myfaces-impl/src/test/java/jakarta/faces/component/UIInputTest.java,30,2,
myfaces,/myfaces-impl/src/test/java/jakarta/faces/component/UIComponentValueExpressionTest.java,15,3,
myfaces,/myfaces-impl/src/test/java/jakarta/faces/component/UIGraphicTest.java,5,1,
myfaces,/myfaces-impl/src/test/java/jakarta/faces/component/UIComponentBaseTest.java,22,6,
myfaces,/myfaces-impl/src/test/java/jakarta/faces/component/UIComponentTest.java,13,1,
myfaces,/myfaces-impl/src/test/java/jakarta/faces/component/AbstractUIComponentBaseTest.java,10,3,
myfaces,/myfaces-impl/src/test/java/jakarta/faces/component/UIComponentBaseProcessSaveRestoreStateTest.java,12,1,
myfaces,/myfaces-impl/src/test/java/jakarta/faces/component/UIComponentTestBase.java,5,1,
myfaces,/myfaces-impl/src/test/java/jakarta/faces/component/UIComponentBaseFacesListenerTest.java,8,2,
myfaces,/myfaces-impl/src/test/java/jakarta/faces/component/AbstractUIComponentPropertyTest.java,15,2,
myfaces,/myfaces-impl/src/test/java/jakarta/faces/event/MethodExpressionActionListenerTest.java,10,1,
myfaces,/myfaces-impl/src/test/java/jakarta/faces/event/MethodExpressionValueChangeListenerTest.java,10,1,
myfaces,/myfaces-impl/src/test/java/jakarta/faces/validator/_MessageUtilsTest.java,17,6,
myfaces,/myfaces-impl/src/test/java/org/apache/myfaces/application/ApplicationImplJsfTest.java,16,1,
myfaces,/myfaces-impl/src/test/java/org/apache/myfaces/application/ApplicationImplTest.java,25,3,
myfaces,/myfaces-impl/src/test/java/org/apache/myfaces/application/ResourceHandlerImplTest.java,18,0,
myfaces,/myfaces-impl/src/test/java/org/apache/myfaces/application/ViewIdSupportMockTest.java,11,0,
myfaces,/myfaces-impl/src/test/java/org/apache/myfaces/el/CompositeELResolverTest.java,16,2,
myfaces,/myfaces-impl/src/test/java/org/apache/myfaces/el/ResolverBuilderBaseTest.java,13,3,
myfaces,/myfaces-impl/src/test/java/org/apache/myfaces/event/PostAddToViewEventTestCase.java,15,1,
myfaces,/myfaces-impl/src/test/java/org/apache/myfaces/lifecycle/RestoreViewExecutorTest.java,8,4,
myfaces,/myfaces-impl/src/test/java/org/apache/myfaces/renderkit/RendererUtilsTest.java,22,3,
myfaces,/myfaces-impl/src/test/java/org/apache/myfaces/renderkit/html/HtmlResponseStateManagerTest.java,9,0,
myfaces,/myfaces-impl/src/test/java/org/apache/myfaces/test/FacesTestCase.java,7,4,
myfaces,/myfaces-impl/src/test/java/org/apache/myfaces/test/mock/MockRunner.java,2,0,
myfaces,/myfaces-impl/src/test/java/org/apache/myfaces/view/facelets/ExceptionTestCase.java,23,1,
myfaces,/myfaces-impl/src/test/java/org/apache/myfaces/view/facelets/component/UIRepeatTest.java,18,0,
myfaces,/myfaces-impl/src/test/java/org/apache/myfaces/webapp/FacesELContextListenerTest.java,10,4,
