project name, file path, num of dependency classes, num of mocked classes
commons-chain,/chain-cookbook-examples/src/test/java/org/apache/commons/chain2/cookbook/mailreader/CatalogTest.java,16,5,
commons-chain,/commons-chain2-web/src/test/java/org/apache/commons/chain2/web/servlet/ServletGetLocaleCommandTestCase.java,0,4,
commons-chain,/commons-chain2-web/src/test/java/org/apache/commons/chain2/web/servlet/ServletSetLocaleCommandTestCase.java,0,4,
commons-chain,/commons-chain2-web/src/test/java/org/apache/commons/chain2/web/servlet/ServletWebContextBaseTestCase.java,0,4,
commons-chain,/commons-chain2-web/src/test/java/org/apache/commons/chain2/web/servlet/MockServletConfig.java,0,1,
commons-chain,/commons-chain2-web/src/test/java/org/apache/commons/chain2/web/servlet/ChainProcessorTestCase.java,1,1,
commons-collections,/commons-collections4/src/test/java/org/apache/commons/collections4/MockTestCase.java,5,1,
commons-collections,/commons-collections4/src/test/java/org/apache/commons/collections4/IteratorUtilsTest.java,34,2,
commons-collections,/commons-collections4/src/test/java/org/apache/commons/collections4/CollectionUtilsTest.java,38,0,
commons-collections,/commons-collections4/src/test/java/org/apache/commons/collections4/functors/AbstractMockPredicateTest.java,8,1,
commons-collections,/commons-collections4/src/test/java/org/apache/commons/collections4/iterators/NodeListIteratorTest.java,6,1,
commons-compress,/commons-compress/src/test/java/org/apache/commons/compress/compressors/deflate64/Deflate64CompressorInputStreamTest.java,20,1,
commons-configuration,/commons-configuration2/src/test/java/org/apache/commons/configuration2/TestCompositeConfiguration.java,26,1,
commons-configuration,/commons-configuration2/src/test/java/org/apache/commons/configuration2/TestSubnodeConfiguration.java,22,1,
commons-configuration,/commons-configuration2/src/test/java/org/apache/commons/configuration2/TestSubsetConfiguration.java,19,1,
commons-configuration,/commons-configuration2/src/test/java/org/apache/commons/configuration2/MockInitialContextFactory.java,9,0,
commons-configuration,/commons-configuration2/src/test/java/org/apache/commons/configuration2/TestAbstractConfigurationSynchronization.java,12,1,
commons-configuration,/commons-configuration2/src/test/java/org/apache/commons/configuration2/TestDatabaseConfiguration.java,20,3,
commons-configuration,/commons-configuration2/src/test/java/org/apache/commons/configuration2/TestBaseConfiguration.java,29,2,
commons-configuration,/commons-configuration2/src/test/java/org/apache/commons/configuration2/TestXMLDocumentHelper.java,31,5,
commons-configuration,/commons-configuration2/src/test/java/org/apache/commons/configuration2/TestDataConfiguration.java,30,1,
commons-configuration,/commons-configuration2/src/test/java/org/apache/commons/configuration2/TestConfigurationConverter.java,8,1,
commons-configuration,/commons-configuration2/src/test/java/org/apache/commons/configuration2/TestAbstractConfigurationBasicFeatures.java,26,3,
