project name, file path, num of dependency classes, num of mocked classes
syncope,/elasticsearch_persistence-jpa/src/test/java/org/apache/syncope/core/persistence/jpa/dao/ElasticsearchAnySearchDAOTest.java,43,10,
syncope,/idrepo_console/src/test/java/org/apache/syncope/client/console/AbstractTest.java,62,7,
syncope,/idrepo_enduser/src/test/java/org/apache/syncope/client/enduser/AbstractTest.java,41,7,
syncope,/idrepo_rest-cxf/src/test/java/org/apache/syncope/core/rest/cxf/service/AnyObjectServiceTest.java,66,10,
syncope,/provisioning-api/src/test/java/org/apache/syncope/core/provisioning/api/IntAttrNameParserTest.java,31,8,
syncope,/provisioning-api/src/test/java/org/apache/syncope/core/provisioning/api/PropagationByResourceTest.java,16,0,
syncope,/provisioning-api/src/test/java/org/apache/syncope/core/provisioning/api/AbstractTest.java,6,0,
syncope,/provisioning-api/src/test/java/org/apache/syncope/core/provisioning/api/jexl/MappingTest.java,10,2,
syncope,/provisioning-api/src/test/java/org/apache/syncope/core/provisioning/api/job/JobNamerTest.java,13,0,
syncope,/provisioning-api/src/test/java/org/apache/syncope/core/provisioning/api/serialization/SyncTokenDeserializerTest.java,15,4,
syncope,/provisioning-api/src/test/java/org/apache/syncope/core/provisioning/api/serialization/GuardedStringDeserializerTest.java,19,3,
syncope,/provisioning-api/src/test/java/org/apache/syncope/core/provisioning/api/serialization/GuardedStringSerializerTest.java,10,0,
syncope,/provisioning-api/src/test/java/org/apache/syncope/core/provisioning/api/serialization/AttributeSerializerTest.java,18,0,
syncope,/provisioning-api/src/test/java/org/apache/syncope/core/provisioning/api/serialization/AttributeDeserializerTest.java,14,4,
syncope,/provisioning-api/src/test/java/org/apache/syncope/core/provisioning/api/serialization/SyncTokenSerializerTest.java,11,0,
syncope,/provisioning-api/src/test/java/org/apache/syncope/core/provisioning/api/utils/ConnPoolConfUtilsTest.java,9,1,
syncope,/provisioning-api/src/test/java/org/apache/syncope/core/provisioning/api/utils/JexlUtilsTest.java,29,1,
syncope,/provisioning-java/src/test/java/org/apache/syncope/core/provisioning/java/AbstractTest.java,14,0,
syncope,/provisioning-java/src/test/java/org/apache/syncope/core/provisioning/java/pushpull/LDAPMembershipPullActionsTest.java,52,14,
syncope,/provisioning-java/src/test/java/org/apache/syncope/core/provisioning/java/pushpull/DBPasswordPullActionsTest.java,30,7,
syncope,/provisioning-java/src/test/java/org/apache/syncope/core/provisioning/java/pushpull/LDAPPasswordPullActionsTest.java,29,4,
syncope,/sra/src/test/java/org/apache/syncope/sra/TLSRouteProviderTest.java,34,0,
syncope,/sra/src/test/java/org/apache/syncope/sra/RouteProviderTest.java,45,5,
syncope,/starter/src/test/java/org/apache/syncope/wa/starter/audit/SyncopeWAAuditTrailManagerTest.java,12,3,
syncope,/starter/src/test/java/org/apache/syncope/wa/starter/events/SyncopeWAEventRepositoryTest.java,13,3,
syncope,/starter/src/test/java/org/apache/syncope/wa/starter/pac4j/saml/SyncopeWASAML2ClientMetadataGeneratorTest.java,19,3,
syncope,/starter/src/test/java/org/apache/syncope/wa/starter/pac4j/saml/SyncopeWASAML2ClientKeystoreGeneratorTest.java,16,3,
syncope,/starter/src/test/java/org/apache/syncope/wa/starter/pac4j/saml/SyncopeWASAML2MetadataResolverTest.java,16,3,
syncope,/starter/src/test/java/org/apache/syncope/wa/starter/pac4j/saml/SyncopeWASAML2ClientCustomizerTest.java,15,3,
tajo,/tajo-common/src/test/java/org/apache/tajo/datum/TestTextDatum.java,5,0,
tajo,/tajo-core-tests/src/test/java/org/apache/tajo/client/TestTajoClient.java,39,0,
tapestry-5,/genericsresolver-guava/src/test/java/org/apache/tapestry5/genericsresolverguava/internal/AbstractBeanModelSourceImplTest.java,15,0,
