project name, file path, num of dependency classes, num of mocked classes
empire-db,/empire-db-codegen/src/test/java/org/apache/empire/db/codegen/WriterServiceTest.java,5,1,
empire-db,/empire-db-codegen/src/test/java/org/apache/empire/db/codegen/util/DBUtilTest.java,7,2,
falcon,/falcon-common/src/test/java/org/apache/falcon/entity/parser/FeedEntityParserTest.java,44,0,
falcon,/falcon-common/src/test/java/org/apache/falcon/entity/parser/ProcessEntityParserTest.java,32,0,
falcon,/falcon-common/src/test/java/org/apache/falcon/entity/parser/ClusterEntityParserTest.java,29,0,
falcon,/falcon-common/src/test/java/org/apache/falcon/security/AuthenticationInitializationServiceTest.java,13,1,
falcon,/falcon-common/src/test/java/org/apache/falcon/security/SecurityUtilTest.java,15,1,
falcon,/falcon-messaging/src/test/java/org/apache/falcon/messaging/JMSMessageConsumerTest.java,31,1,
falcon,/falcon-oozie-adaptor/src/test/java/org/apache/falcon/oozie/logging/TaskLogRetrieverYarnTest.java,18,2,
falcon,/falcon-oozie-el-extension/src/test/java/org/apache/oozie/extensions/TestOozieELExtensions.java,29,0,
falcon,/falcon-prism/src/test/java/org/apache/falcon/resource/EntityManagerTest.java,28,1,
falcon,/falcon-prism/src/test/java/org/apache/falcon/security/FalconAuditFilterTest.java,17,5,
falcon,/falcon-prism/src/test/java/org/apache/falcon/security/ClientCertificateFilterTest.java,16,5,
falcon,/falcon-prism/src/test/java/org/apache/falcon/security/FalconAuthorizationFilterTest.java,22,5,
falcon,/falcon-prism/src/test/java/org/apache/falcon/security/FalconCSRFFilterTest.java,11,4,
falcon,/falcon-prism/src/test/java/org/apache/falcon/security/FalconAuthenticationFilterTest.java,27,7,
falcon,/falcon-prism/src/test/java/org/apache/falcon/security/HostnameFilterTest.java,11,2,
falcon,/falcon-prism/src/test/java/org/apache/falcon/service/BacklogMetricEmitterServiceTest.java,23,1,
falcon,/falcon-rerun/src/test/java/org/apache/falcon/rerun/handler/TestLateData.java,19,0,
falcon,/falcon-scheduler/src/test/java/org/apache/falcon/execution/FalconExecutionServiceTest.java,51,4,
falcon,/falcon-scheduler/src/test/java/org/apache/falcon/notification/service/AlarmServiceTest.java,13,1,
falcon,/falcon-scheduler/src/test/java/org/apache/falcon/notification/service/SchedulerServiceTest.java,41,2,
falcon,/falcon-scheduler/src/test/java/org/apache/falcon/notification/service/DataAvailabilityServiceTest.java,21,1,
falcon,/falcon-scheduler/src/test/java/org/apache/falcon/state/InstanceStateServiceTest.java,15,2,
falcon,/falcon-scheduler/src/test/java/org/apache/falcon/state/EntityStateServiceTest.java,16,1,
falcon,/falcon-scheduler/src/test/java/org/apache/falcon/state/service/store/TestJDBCStateStore.java,44,5,
falcon,/falcon-titan/src/test/java/com/thinkaurelius/titan/diskstorage/locking/LocalLockMediatorTest.java,10,1,
