project name, file path, num of dependency classes, num of mocked classes
any23,/apache-any23-core/src/test/java/org/apache/any23/extractor/ExtractionResultImplTest.java,15,1,
any23,/apache-any23-core/src/test/java/org/apache/any23/extractor/rdfa/ExtractionExceptionTest.java,17,3,
any23,/apache-any23-core/src/test/java/org/apache/any23/extractor/xpath/TemplateXPathExtractorRuleImplTest.java,11,1,
any23,/apache-any23-core/src/test/java/org/apache/any23/filter/IgnoreAccidentalRDFaTest.java,15,1,
apex,/apex-engine/src/main/java/com/datatorrent/stram/StramLocalCluster.java,37,0,
apex,/apex-engine/src/test/java/com/datatorrent/stram/CheckpointTest.java,45,0,
apex,/apex-engine/src/test/java/com/datatorrent/stram/StramRecoveryTest.java,55,1,
apex,/apex-engine/src/test/java/com/datatorrent/stram/MockContainer.java,13,0,
apex,/apex-engine/src/test/java/com/datatorrent/stram/StreamingContainerManagerTest.java,73,0,
apex,/apex-engine/src/test/java/com/datatorrent/stram/cli/ApexCliShutdownCommandTest.java,26,4,
apex,/apex-engine/src/test/java/com/datatorrent/stram/client/StramAppLauncherTest.java,23,0,
apex,/apex-engine/src/test/java/com/datatorrent/stram/plan/logical/MockStorageAgent.java,2,0,
apex,/apex-engine/src/test/java/com/datatorrent/stram/plan/logical/LogicalPlanTest.java,65,1,
apex,/apex-engine/src/test/java/com/datatorrent/stram/plan/physical/PhysicalPlanTest.java,53,2,
apex,/apex-engine/src/test/java/org/apache/apex/engine/events/grouping/GroupingManagerTest.java,10,2,
archiva,/archiva-configuration/src/test/java/org/apache/archiva/configuration/ArchivaConfigurationTest.java,21,1,
archiva,/archiva-core-consumers/src/test/java/org/apache/archiva/consumers/core/repository/AbstractRepositoryPurgeTest.java,38,4,
archiva,/archiva-core-consumers/src/test/java/org/apache/archiva/consumers/core/repository/DaysOldRepositoryPurgeTest.java,17,0,
archiva,/archiva-core-consumers/src/test/java/org/apache/archiva/consumers/core/repository/RetentionCountRepositoryPurgeTest.java,16,0,
archiva,/archiva-core-consumers/src/test/java/org/apache/archiva/consumers/core/repository/CleanupReleasedSnapshotsRepositoryPurgeTest.java,28,1,
archiva,/archiva-core-consumers/src/test/java/org/apache/archiva/consumers/core/repository/RepositoryPurgeConsumerTest.java,34,0,
archiva,/archiva-maven-indexer/src/test/java/org/apache/archiva/indexer/maven/search/MavenRepositorySearchOSGITest.java,13,0,
archiva,/archiva-maven-indexer/src/test/java/org/apache/archiva/indexer/maven/search/AbstractMavenRepositorySearch.java,44,1,
archiva,/archiva-maven-indexer/src/test/java/org/apache/archiva/indexer/maven/search/MavenRepositorySearchTest.java,21,0,
archiva,/archiva-maven-proxy/src/test/java/org/apache/archiva/proxy/MetadataTransferTest.java,38,0,
archiva,/archiva-maven-proxy/src/test/java/org/apache/archiva/proxy/ErrorHandlingTest.java,15,0,
archiva,/archiva-maven-proxy/src/test/java/org/apache/archiva/proxy/ManagedDefaultTransferTest.java,20,0,
archiva,/archiva-maven-proxy/src/test/java/org/apache/archiva/proxy/ChecksumTransferTest.java,18,0,
archiva,/archiva-maven-proxy/src/test/java/org/apache/archiva/proxy/AbstractProxyTestCase.java,32,1,
archiva,/archiva-maven-proxy/src/test/java/org/apache/archiva/proxy/CacheFailuresTransferTest.java,19,0,
archiva,/archiva-maven-proxy/src/test/java/org/apache/archiva/proxy/MockConfiguration.java,12,1,
archiva,/archiva-maven-repository/src/test/java/org/apache/archiva/repository/maven/merge/Maven2RepositoryMergerTest.java,24,3,
archiva,/archiva-maven-repository/src/test/java/org/apache/archiva/repository/maven/metadata/storage/Maven2RepositoryMetadataResolverMRM1411RepoGroupTest.java,36,1,
archiva,/archiva-maven-repository/src/test/java/org/apache/archiva/repository/maven/metadata/storage/Maven2RepositoryMetadataResolverMRM1411Test.java,38,1,
archiva,/archiva-maven-repository/src/test/java/org/apache/archiva/repository/maven/metadata/storage/Maven2RepositoryMetadataResolverTest.java,45,1,
archiva,/archiva-maven-repository/src/test/java/org/apache/archiva/repository/maven/metadata/storage/mock/MockConfiguration.java,21,1,
archiva,/archiva-repository-admin-default/src/test/java/org/apache/archiva/admin/repository/admin/RepositoryTaskAdministrationTest.java,23,8,
archiva,/archiva-repository-scanner/src/test/java/org/apache/archiva/repository/scanner/RepositoryContentConsumersTest.java,42,2,
archiva,/archiva-rss/src/test/java/org/apache/archiva/rss/processor/NewArtifactsRssFeedProcessorTest.java,25,2,
archiva,/archiva-rss/src/test/java/org/apache/archiva/rss/processor/NewVersionsOfArtifactRssFeedProcessorTest.java,32,4,
archiva,/archiva-scheduler-repository/src/test/java/org/apache/archiva/scheduler/repository/AbstractArchivaRepositoryScanningTaskExecutorTest.java,32,1,
archiva,/archiva-security/src/test/java/org/apache/archiva/security/ArchivaServletAuthenticatorTest.java,15,1,
archiva,/archiva-storage-api/src/test/java/org/apache/archiva/repository/storage/mock/MockAsset.java,21,4,
archiva,/archiva-web-common/src/test/java/org/apache/archiva/web/rss/RssFeedServletTest.java,41,3,
archiva,/archiva-webdav/src/test/java/org/apache/archiva/webdav/ArchivaDavResourceFactoryTest.java,58,5,
archiva,/archiva-webdav/src/test/java/org/apache/archiva/webdav/AbstractRepositoryServletTestCase.java,58,2,
